Obec trvaleho pobytu;Miesto pracoviska (obec);Periodicita dochadzky;POCET
520624;521019;1;2
520195;000000;1;4
528803;520004;1;51
559598;520373;1;2
520292;520331;1;2
520331;599093;1;1
520055;522589;2;1
520110;520004;1;29
520110;520110;1;12
520331;999999;1;3
520331;000000;2;3
520331;524239;1;1
520225;598186;1;2
520063;520802;1;1
520331;510262;1;1
520012;520004;2;2
520004;529095;1;2
520012;523101;1;1
520250;520250;2;3
529087;598186;2;1
520772;520004;1;65
520403;520349;1;1
520462;544051;2;2
523585;510998;2;2
520896;523101;1;5
528951;598224;2;1
520624;523101;1;1
520497;000000;2;1
528951;520926;1;1
520667;598186;1;1
520772;529320;1;1
528951;529087;1;1
520683;520926;1;1
528951;514225;1;1
529087;529346;2;1
520497;529346;1;1
523585;543349;2;1
523585;510386;2;2
523585;508110;1;1
523585;523470;1;2
523585;529435;1;1
523526;000000;1;26
523623;523381;2;18
523461;999999;1;2
523526;543349;1;2
523577;523577;1;18
523623;599883;2;1
523534;523976;1;1
523615;999999;1;1
523470;526665;2;1
520900;520900;1;24
529249;528897;1;3
529249;520578;1;1
521086;520691;2;1
520985;529346;1;1
529249;520462;1;1
523798;523381;1;26
523801;523836;1;14
523828;523682;1;4
524123;529354;1;1
523810;510262;2;2
523674;523674;1;2
523682;520802;2;1
559938;523585;1;2
523712;529435;1;1
523810;507725;1;1
524000;523526;1;21
543292;526479;1;10
524077;523828;1;7
524077;999999;2;3
524000;523585;2;3
524069;523585;1;20
523976;543349;1;1
524042;000000;2;2
524069;510726;2;1
524115;598186;1;1
524042;523887;2;1
543292;543187;2;1
524077;523887;2;1
543292;522279;1;1
543292;529320;2;2
526487;000000;2;3
543292;526908;2;1
543292;543403;1;2
543292;529338;1;1
543292;523887;2;1
581640;543578;1;6
523828;999999;2;10
523828;524140;2;1
523810;599841;2;1
523828;523682;2;1
523828;526975;2;1
543578;581640;2;2
543624;526355;1;100
526401;528099;1;1
526452;526487;1;5
526401;543608;1;1
526401;999999;2;5
543390;543390;2;1
526479;543519;1;4
543179;543331;1;1
543225;523101;1;1
543578;512036;1;1
543578;523381;2;2
543446;528099;2;1
526401;526436;1;1
526410;524140;1;1
526479;543616;1;1
520314;523381;1;1
520519;520471;1;69
523381;523836;1;4
520519;529320;1;1
520705;000000;1;2
523381;523844;1;63
520861;520004;1;1
520471;527912;2;1
520471;560103;2;1
523381;508055;1;1
520713;520691;1;1
520098;529346;1;2
543578;599841;1;1
543578;505820;1;1
543608;503584;1;1
520471;519057;2;1
543624;523496;1;1
543578;543331;1;2
543624;526908;2;1
543675;000000;2;1
523381;501905;1;3
523381;523542;1;12
523381;518557;1;1
523381;508594;1;1
523381;523445;2;3
523381;529311;1;3
523496;529320;1;1
523381;543357;2;2
523658;523925;1;67
523445;523925;2;2
523437;523925;1;16
523437;523437;2;3
523488;523496;1;5
523496;523402;1;1
523488;523925;2;3
523402;523933;2;1
523925;523721;2;1
523747;523381;2;5
523593;523381;2;6
523631;508438;2;1
523631;527688;1;1
523933;523933;1;297
524107;524107;1;93
560103;523585;1;15
524018;999999;1;9
523950;523488;1;2
524034;524140;1;1
580368;523828;1;1
524034;529397;2;1
560103;000000;2;26
560103;599824;1;1
524140;524263;1;21
524140;529460;1;18
524140;598186;1;399
524140;525235;2;8
560103;523887;1;6
560103;529320;1;6
524140;999999;2;253
560103;523445;2;3
524140;529320;2;23
523852;524034;1;7
523852;999999;2;5
523852;000000;2;5
523925;508853;1;1
523852;529362;1;1
524140;525171;1;49
524140;529320;1;30
524140;525031;1;3
524140;524395;1;22
524140;599875;1;5
524140;524760;1;26
524140;524514;1;2
524140;598151;2;7
524140;507938;2;1
524140;524913;1;3
524140;599794;1;16
524140;515850;1;1
524140;526401;1;1
524140;529494;1;1
524140;518506;1;1
524255;529371;2;1
524158;524140;2;8
524158;518590;1;3
524395;524395;2;5
524174;524140;2;6
524263;529371;2;1
524212;598224;1;1
524336;519936;1;19
524361;598186;2;5
524395;525146;1;4
524638;524140;2;30
524352;521817;1;2
524352;525405;1;1
524352;524638;1;4
524468;529419;2;1
524433;518590;1;5
524433;524620;1;1
524794;524760;1;1
525073;529371;2;4
525073;524794;1;17
524832;525341;1;2
524883;524361;1;1
524760;525260;1;1
556823;518590;1;1
556823;525090;1;1
524841;000000;1;5
524743;523721;2;1
524867;000000;1;1
524794;524301;2;1
525189;524140;2;7
525201;524743;1;1
524999;999999;2;2
525014;525014;1;69
525171;525171;2;2
525111;518590;1;1
525154;560103;2;1
524930;524727;1;3
525171;598151;1;1
524930;529141;1;1
525162;598224;1;1
525251;524409;2;1
524999;525413;2;1
525065;524271;1;1
525201;521311;1;1
524999;543594;1;1
525057;527823;1;1
525073;543365;1;1
525138;525405;2;1
524867;529443;1;1
524697;524697;1;10
524620;529460;2;3
524620;598151;1;2
524638;999999;1;1
524654;518522;1;1
524590;521221;1;1
524506;525065;1;2
524531;525171;1;1
524522;524654;1;2
524638;599883;1;1
524662;529320;1;1
525260;525260;2;32
525260;525260;1;339
525260;543268;2;4
525294;000000;2;9
525294;524620;1;1
525405;519022;1;1
525294;519049;1;2
525383;525260;2;1
524298;525235;1;4
525146;519634;2;1
525146;526941;1;1
524239;525405;1;1
524310;524778;1;45
524239;524689;2;1
524310;524689;1;2
524182;526665;2;4
525146;508217;1;3
524310;598186;1;4
525146;522147;1;1
524239;508021;1;1
524239;000000;2;3
525146;529371;1;5
525146;524620;2;1
524239;526908;1;1
524492;524743;1;1
524565;524778;1;11
524379;529435;2;2
524492;517402;2;1
524573;525146;2;4
524557;524557;2;3
524441;525006;1;1
524379;529320;2;2
524441;525405;1;1
524671;599841;1;3
524344;523381;1;1
524573;524387;1;1
524611;525308;1;1
525448;000000;2;2
525499;524140;2;6
525413;528099;2;1
525430;525031;1;1
525430;524620;2;1
525472;524883;1;1
525430;999999;1;2
525456;524492;1;1
525146;529176;1;1
525413;521299;1;1
525146;525014;1;1
525146;504769;2;1
525219;525146;1;41
524816;524689;1;1
524778;526941;1;26
525235;529389;2;1
524981;999999;1;1
525235;525146;1;71
525235;529311;2;2
524948;525235;1;1
524921;526967;1;1
524778;529397;1;2
525006;525006;2;9
524921;504009;2;1
524875;526410;2;1
524778;522279;2;1
524956;999999;2;7
524778;529401;2;1
525375;518590;1;1
520802;529371;1;6
520802;520934;1;23
525375;525405;1;1
520802;527009;1;4
525375;526673;1;1
520802;529362;2;2
525316;525235;1;2
525316;599841;1;3
520390;520829;1;26
520161;520004;1;178
520365;000000;1;11
520802;511196;2;1
525090;529320;2;1
525006;524140;2;12
525316;524956;1;1
525090;525103;1;1
525235;509001;1;2
525081;524492;1;1
525219;511218;1;1
525006;598186;2;1
525090;519588;2;1
525316;525791;1;1
525316;508179;2;1
520802;520471;2;1
520659;999999;2;4
520039;520918;2;3
526665;999999;1;100
520039;544043;2;1
520136;999999;2;2
520322;507440;2;1
520284;000000;1;1
520161;520161;2;9
520829;520438;1;2
520322;520179;1;1
520161;529125;1;1
521108;000000;2;7
526665;529494;2;1
526665;523488;1;2
526665;508179;1;1
526665;560103;2;2
526665;504947;2;1
526797;526908;2;2
526924;599841;2;1
526924;526924;2;31
526720;512648;1;1
526941;526665;1;34
526720;527289;1;1
526738;527840;1;1
526681;509132;1;1
526720;526720;2;12
526673;517402;2;1
526720;523381;1;2
526690;526975;1;8
526720;504009;1;1
526720;529371;2;1
526819;599093;1;1
526711;560103;1;1
526797;517526;2;1
526690;506745;2;1
526746;529397;2;1
520845;999999;2;5
520934;524140;1;3
520918;599093;1;4
520934;529371;2;1
520918;529346;1;1
520918;520829;2;1
520934;529419;1;1
526665;507130;1;1
526665;503665;1;1
520888;000000;2;2
520942;520802;2;2
520811;520888;1;1
520942;513598;2;1
520829;520390;1;1
526959;524778;1;8
526908;526754;2;2
526916;526690;1;1
526827;526665;1;27
526843;560103;1;2
526908;599824;2;2
526843;523381;1;2
526908;599824;1;1
526851;000000;2;4
526835;999999;2;3
526924;506745;1;1
526924;511641;1;1
526932;526932;1;1
526843;526851;1;1
526878;525260;1;3
526908;512036;2;1
526878;599093;2;3
526959;526924;1;1
526878;524298;1;1
527106;529346;1;17
527106;999999;1;124
527637;000000;1;3
527840;519197;2;7
527840;529460;2;2
527840;529401;2;2
527840;599824;1;4
527840;527998;1;2
527173;510998;1;1
527114;529346;2;2
527106;528064;1;37
527637;529320;1;4
527106;527882;1;8
527912;527157;1;1
560073;560073;2;1
527106;527831;1;16
527262;519006;1;1
527190;527190;1;1
527513;527581;1;1
527203;527840;1;14
527581;599824;2;2
527700;000000;1;6
527793;999999;1;1
527793;599824;2;1
527793;527696;2;1
528005;527181;2;1
527912;528030;2;1
526967;526835;2;2
526967;526878;1;3
526975;526924;1;6
527050;999999;1;2
526967;526924;1;2
526975;560103;2;5
527041;526673;1;1
527033;526924;1;1
526967;526771;2;1
527025;000000;2;7
526967;526886;2;1
527084;523381;1;2
526975;523836;1;2
527092;529435;1;1
527068;560103;2;2
527041;598186;2;2
527211;519006;1;8
527211;527211;2;11
527271;529460;2;3
527211;599824;1;1
527254;999999;2;3
519197;525146;2;2
519197;528242;2;1
527106;526380;2;1
519197;508594;2;1
527106;598208;2;1
527131;507032;2;1
528072;000000;1;2
544051;599841;1;11
527629;000000;1;1
544051;598151;1;7
519987;519197;1;39
544051;599816;2;4
544051;543942;1;2
527696;599824;2;1
527777;598186;2;10
528030;000000;2;1
527696;527955;1;1
527963;000000;1;1
527963;524140;1;1
519987;519006;1;2
527777;528595;2;2
544051;528099;2;4
544051;506478;2;3
544086;520004;1;5
544051;527106;2;3
544051;544086;1;4
544051;527840;2;2
544051;506338;2;1
544051;505820;1;3
527319;527319;1;18
519316;524352;1;1
519197;508233;1;1
519316;500011;2;1
527319;000000;2;1
519561;519006;1;1
519332;519987;1;3
519197;529320;2;1
519391;519588;1;2
527505;528064;1;2
527548;527840;1;1
527394;528064;2;1
527505;527432;1;2
527327;527505;1;1
527360;519308;2;1
519197;598151;1;1
519391;519588;2;1
519391;519456;2;1
544191;999999;2;2
544078;522279;1;5
544094;508063;2;1
544094;529052;1;1
544230;544051;1;92
528790;544051;1;64
528871;599093;2;1
528731;529168;1;3
528871;581674;1;13
528731;581674;1;4
528773;599824;1;1
528838;598186;1;1
581674;598186;1;2
528781;520004;1;2
528854;512036;2;1
528854;544116;1;1
528854;519197;1;2
528790;529257;1;1
544230;529460;1;1
528765;529311;1;1
528919;529141;1;1
528919;544116;1;2
544230;598186;1;1
528901;529460;2;1
529133;523101;1;1
529176;544051;1;152
529176;544230;1;10
529257;512036;2;1
528978;544132;1;1
529133;528111;1;1
528919;528595;2;2
529133;999999;1;6
529125;528676;1;2
528960;000000;1;1
529036;528960;1;2
529125;581674;2;4
528960;527637;1;1
529125;599093;2;5
528935;526355;1;1
529133;544175;1;2
529133;599891;2;1
528994;529320;1;2
529125;528447;1;1
544116;529435;2;3
544108;544078;2;1
544116;999999;1;4
544191;529044;1;2
544213;518590;1;2
544141;529290;1;7
544205;529184;1;1
544213;544221;1;1
544175;528781;1;1
544124;999999;1;4
544159;528692;1;1
544167;529362;2;1
544132;581674;2;1
526509;526509;2;97
526509;543187;1;23
526541;599824;1;4
529150;525430;1;1
529222;519197;1;1
529265;528901;2;1
529176;599093;2;1
529176;543942;1;1
529265;528595;1;1
529117;529192;2;1
529150;528960;1;1
543187;543187;1;57
526509;599093;1;11
543365;543365;1;140
543233;000000;1;7
543322;526509;1;69
543365;508454;1;1
543497;526355;2;4
543322;599093;1;3
543373;526631;1;5
543497;543241;1;3
543497;543233;1;2
543233;529389;2;1
543241;526657;1;2
543241;599816;1;1
543497;500011;1;1
543233;521400;1;1
543632;598186;1;1
543705;599824;1;11
599875;598186;1;2093
543501;526509;1;5
543497;508497;1;1
543501;525618;2;1
543501;524743;1;1
543501;528099;2;1
598151;559687;1;6
526649;511218;2;1
598151;522082;1;4
526541;999999;1;6
526541;598127;2;1
543144;543268;1;30
526509;522082;1;1
529290;999999;2;3
526541;543233;1;1
526509;599794;2;1
526541;524140;2;1
526541;529371;2;2
526509;521612;1;1
529290;528943;1;1
598151;521981;1;1
598186;521248;1;3
599875;521400;1;14
599875;544094;1;1
599875;529362;2;1
599875;599859;1;3
598186;528595;1;40
599875;501026;1;1
599875;522007;1;1
598151;523101;1;1
599875;521442;1;1
598151;521523;1;1
598151;505820;2;1
599875;527351;1;1
598186;525405;1;5
599972;598186;1;14
599883;521248;1;2
599883;521931;2;1
599883;525651;1;1
599883;505820;2;2
599883;528099;2;1
599883;521981;1;2
598127;524140;1;1
598127;999999;1;1
598194;599841;2;2
599841;528595;1;4
598224;525529;1;4
599841;523828;1;1
599883;513016;1;1
598224;521957;2;1
598224;522147;1;6
598224;521680;1;1
598224;521671;1;2
598224;518140;1;6
598224;521604;1;1
598682;599883;1;81
598224;544094;1;1
598224;508063;2;1
599841;559687;1;1
598682;521523;1;5
598682;521981;2;1
598224;512320;1;1
598682;521663;1;1
598682;599786;1;6
598682;521264;1;1
599018;521591;1;3
599018;599875;2;1
599824;521400;2;8
599824;599093;2;20
599824;598682;2;3
598682;529320;2;1
598682;521493;1;1
599824;514501;1;2
599824;521914;1;1
599816;521931;1;10
599816;528099;1;2
599816;521752;1;1
521221;598224;2;2
521264;521761;1;7
599816;520004;1;2
599794;528595;1;2
521281;598151;1;8
521299;529346;1;1
521183;521841;1;1
521299;599824;2;17
521183;000000;1;15
521183;599093;1;3
521191;598186;1;19
521167;599841;1;24
521167;522139;1;2
521248;599816;2;1
521167;598151;2;1
521272;528595;1;1
521639;599841;1;16
521639;521663;1;11
521370;598224;1;18
521370;521299;1;17
521558;599841;2;11
521574;599841;2;3
521574;598151;1;30
521591;598682;1;6
521591;599891;2;2
521361;000000;1;35
521361;599824;2;7
521507;598127;1;2
521485;521892;1;1
521493;543560;1;1
521493;521400;1;1
521493;521329;1;2
521418;599841;1;5
521418;521582;1;1
521370;599913;2;1
521388;599875;2;1
521442;508225;2;1
521493;599816;1;3
521639;599841;2;10
521655;598224;1;26
521523;598186;1;29
521639;599794;1;2
521639;521817;1;5
521566;598151;1;3
521612;543721;1;1
521663;599891;1;2
521671;599093;1;3
521566;599816;1;2
521655;521965;1;1
521655;521523;1;1
521574;599883;1;1
521337;528099;2;1
521302;521655;1;1
521311;598682;1;1
521299;598682;2;1
521302;521761;1;1
521680;522074;1;1
521698;599859;1;2
521698;529427;1;1
521698;512591;2;1
521736;521736;2;8
521744;598151;1;5
521761;521761;1;14
521884;522163;1;2
522074;599841;1;10
521965;599891;1;5
521965;599913;1;3
521973;598186;2;15
521892;516759;2;2
521949;598224;2;1
521973;580252;2;3
521892;513792;2;1
521965;559687;1;1
521981;599841;1;46
522023;599841;1;21
522007;598682;1;2
522279;522279;1;9438
522074;526096;1;1
559784;525782;1;3
522023;598224;1;4
522023;522040;1;6
522066;598224;1;9
522066;521787;1;5
521981;599816;2;2
522015;598186;1;9
522104;599875;1;2
559784;528595;1;1
521809;522007;1;3
518140;521205;1;1
521752;524140;2;1
521817;599093;1;2
521825;599841;2;2
521833;000000;1;2
521787;522066;2;2
521817;521809;2;2
521701;599824;1;3
521744;599093;1;4
522171;000000;1;9
522171;598224;1;6
522171;521582;1;3
522180;599841;2;3
522201;522201;2;1
559784;512036;1;2
522198;599891;1;1
522279;523046;1;1
559784;521299;2;1
522279;523372;1;12
522279;527017;2;3
522252;598151;1;1
522295;543942;2;1
522376;522279;2;18
522287;523291;1;1
528714;528714;1;43
522848;522279;1;50
522759;999999;1;3
522759;598186;2;2
528463;528307;1;2
522694;543942;2;1
528633;528099;1;8
522686;999999;2;2
522694;522406;1;1
522724;522864;1;2
522759;000000;1;2
522848;523101;2;1
522759;000000;2;2
522759;599891;1;1
522708;510998;2;1
543870;543870;1;25
523054;523127;1;2
522961;598151;1;2
523054;522279;2;2
522902;999999;2;3
522864;527017;1;1
522881;522368;1;1
528692;528579;2;8
522864;523232;1;1
528692;599841;1;1
528714;513857;1;1
522431;543942;2;4
522481;599816;1;1
528391;528579;2;1
522376;528595;1;2
528331;528099;1;1
522571;522431;1;1
528277;528579;1;2
522414;000000;1;2
522376;523101;1;2
522571;502863;2;1
528307;522872;1;1
522414;599824;1;1
522589;529460;1;1
522481;598186;1;1
528331;543870;1;1
522791;528919;1;1
523208;522279;1;82
523216;598224;2;1
523071;000000;2;3
523216;999999;2;4
523071;999999;2;2
523119;522872;1;1
523097;528595;1;1
523135;522651;1;1
523186;506745;1;1
523097;544051;1;2
523135;528099;2;1
523097;544051;2;1
523208;598224;2;1
523119;522961;1;1
543853;543977;1;1
525529;525791;1;9
523259;522597;1;1
525626;515612;1;18
525634;525529;2;19
523291;522325;1;2
523241;517402;1;1
525529;525545;1;33
523283;599841;1;1
523348;523224;1;1
523356;523089;1;2
525529;598682;1;2
543942;528633;1;2
525529;508021;1;2
523372;523372;2;1
525740;599841;2;9
560031;560031;1;14
525529;524620;2;1
525529;599875;1;1
525545;525669;1;13
523259;560103;2;2
523259;523364;1;1
525669;525669;1;161
525693;525898;1;4
525529;599913;1;1
525634;523381;1;3
560031;525791;1;1
525596;528595;1;1
525669;525545;1;12
560022;526207;1;1
526215;525529;1;150
526282;526274;1;1
522473;543942;2;1
525871;598186;1;1
526045;560022;1;3
526053;525529;1;12
525740;599824;1;2
525847;525952;1;3
526045;599841;2;1
525863;559873;1;1
560065;560049;1;1
525936;526096;1;1
526088;525529;1;3
525961;525553;1;2
523089;523089;1;941
526207;525782;2;1
523089;529338;2;1
522325;999999;2;2
526126;525693;1;1
526231;525529;2;1
526126;525928;1;2
526274;526096;2;1
526240;559784;1;3
526207;525871;1;1
523089;523054;1;5
526185;526045;1;4
526134;528595;1;1
526096;511757;2;2
526312;526282;2;1
526185;526142;1;1
523089;520004;2;3
526312;526177;1;2
526231;560022;1;1
526282;599824;2;1
525707;525545;1;2
514748;518158;2;1
525669;529354;1;2
525669;598186;2;1
525669;526347;2;1
525669;599824;1;1
525651;557757;2;1
525634;529168;2;1
525871;529346;2;1
525910;559784;2;1
523089;543942;1;4
523178;522929;1;2
522554;999999;2;5
522309;522503;1;1
522333;522333;1;8
522473;523267;1;1
522350;522864;1;1
522350;523313;1;1
522490;523089;1;11
522325;523143;1;3
522325;523101;2;1
522627;522317;1;2
522554;523089;2;2
522601;522953;2;1
522538;523020;1;3
522538;522279;2;3
522473;529346;2;1
522503;522473;1;1
523011;523089;1;3
526355;543268;1;34
526355;560103;2;8
526355;543667;1;9
526355;523402;1;3
526355;523585;1;14
526355;543349;1;3
526533;526355;1;279
526355;517097;1;1
522716;528293;1;2
523330;522287;1;1
522899;523313;2;1
523178;999999;1;1
523321;522465;1;1
523305;523305;1;22
522660;000000;1;6
522660;599824;2;1
522830;529320;1;1
522830;599841;1;1
522911;523101;1;1
522911;000000;2;1
522678;524140;2;1
522813;598186;2;2
522911;543942;1;2
543411;543594;2;2
526592;000000;2;6
543161;543586;1;2
543161;999999;2;5
543195;543403;1;13
543195;528633;1;1
543403;543403;1;56
543268;543268;2;123
543268;526657;1;4
543268;512036;1;1
526592;523950;1;1
543152;523381;1;3
543161;543292;2;4
543161;510262;1;1
543268;598151;2;2
526592;523933;1;1
543268;560103;2;1
526592;523682;1;1
543268;560154;2;1
543268;524816;2;1
543284;526363;1;1
543284;528595;2;1
543357;598119;1;1
526444;999999;1;1
526533;598186;2;3
543209;999999;1;1
528099;528722;1;152
543535;543489;1;1
543519;543489;2;1
560154;524140;2;4
543535;524140;1;3
560154;543349;1;2
543535;598224;1;1
560154;523682;1;1
543519;598151;1;2
543594;543594;1;363
543616;543268;1;9
528099;543942;1;21
528099;599824;1;29
528226;598186;2;3
528251;598151;1;5
528447;543853;1;47
528099;598216;2;1
528099;543861;1;1
528102;598186;1;2
528111;528625;2;1
528099;599913;1;1
528251;528251;2;8
543586;543284;1;3
543586;526355;2;19
543594;543497;1;2
526657;529460;1;1
543616;000000;2;2
560154;599816;1;2
543713;543292;2;1
543594;543535;1;2
543616;543489;1;1
543616;523585;1;1
528251;528293;1;7
528218;528471;1;8
528293;528447;1;62
528145;528579;2;2
528200;598151;1;2
528234;599816;1;1
528200;528366;1;2
528218;528099;2;3
528285;528447;1;8
528242;543420;1;1
528218;000000;1;1
528285;528188;2;1
528617;526355;1;1
528617;528617;1;50
528625;521370;1;2
528676;999999;2;11
528510;528145;2;3
528498;528251;1;3
528510;543926;1;3
528471;000000;1;6
528501;528099;2;6
528471;528684;2;1
528471;518522;1;1
528447;000000;2;11
528471;599093;1;2
528510;599824;1;2
528447;543977;1;3
528480;528609;1;1
513792;521400;2;1
528455;528722;1;14
528480;999999;1;2
528498;543926;2;1
528536;999999;1;1
528552;528293;1;22
528587;520004;2;1
528722;599841;1;30
528609;599841;1;22
528617;598186;1;9
513792;599891;1;1
528544;543896;2;4
528609;528242;1;1
528676;599841;1;2
528676;528358;1;1
528587;528170;1;1
528561;528684;1;3
528684;528684;2;9
528587;543756;1;2
528609;599824;1;3
528625;527106;2;2
528617;521400;2;1
528625;528609;1;1
528609;598682;1;1
528676;522147;2;1
528668;543853;1;1
528536;000000;1;1
528641;522295;1;1
528323;543942;2;1
528315;528099;2;3
528366;528099;2;19
528315;524140;1;3
528340;528340;2;3
528421;598224;1;4
528366;599883;1;1
528421;543748;2;1
528374;598151;1;1
528421;525065;1;1
528421;598151;2;1
528366;528200;2;1
528340;529133;1;1
543900;528447;1;39
543918;543802;2;3
528706;528706;1;27
528722;528111;1;15
543756;598186;1;12
543748;598224;1;6
543756;598186;2;22
543756;598151;1;5
543764;528323;2;2
