obecA;obecB;Periodicita dochadzky;POCET
582387;502995;2;1
500011;555886;1;6
500887;503665;1;4
545589;555991;1;1
500470;508179;2;1
500232;505374;1;1
500917;529320;2;7
500682;500194;1;1
500194;529460;2;1
545635;999999;1;7
500135;529320;1;1
580899;500674;1;1
555959;529320;1;1
500011;512842;2;2
500011;500488;1;3
500071;529320;2;3
500011;500810;1;4
500666;500011;2;3
500381;580899;2;2
500135;556696;2;1
500780;505714;1;2
500381;528595;1;4
500313;529320;1;1
581623;505820;2;1
500381;507440;1;2
581623;500682;1;1
500011;581712;2;1
558320;580899;2;4
500381;999999;2;5
555886;506745;2;2
545589;500950;2;1
500011;506567;1;1
556696;505714;1;1
500933;504025;2;1
500101;503011;1;1
500933;556785;1;1
500011;523381;2;1
500950;580899;2;4
500577;558320;2;7
500411;529320;2;6
500381;529460;1;1
556696;500062;1;1
500372;555959;1;1
556696;555908;1;1
500941;505820;1;1
545589;503452;1;1
500941;543063;1;1
500046;528595;2;1
500101;500534;1;1
500666;529320;2;1
582719;529320;2;1
500844;545589;1;3
500011;504815;2;2
500933;507741;1;1
500011;503690;1;1
500631;508250;1;1
500372;500356;1;1
500071;507253;1;1
500411;501433;1;1
500411;505714;1;1
500372;500887;1;1
500160;500011;2;1
558320;505714;1;1
500631;506745;2;1
500011;507741;2;1
500011;512371;1;1
500631;503363;2;1
501263;999999;1;37
501344;501735;1;3
555991;556696;2;1
501328;501433;1;3
501140;502987;2;1
501123;508985;1;1
500712;000000;1;63
555827;999999;1;4
581097;529320;1;2
501361;529320;1;2
500488;500020;1;8
501263;501395;1;16
501361;501581;1;1
500372;529311;2;1
500372;503011;1;1
509175;999999;2;4
500712;528595;2;1
509175;999999;1;5
500992;999999;2;8
501239;501433;1;2
509442;529320;1;1
509256;529397;2;1
500011;542971;1;1
555967;500062;1;1
501123;508217;2;1
500402;500933;2;4
501077;501077;2;8
501140;502987;1;1
518697;000000;1;32
509256;500968;2;2
509272;000000;2;14
509272;529320;2;5
501328;501140;2;4
500577;581691;2;2
500453;507253;2;2
500691;500704;1;1
501271;528595;1;1
500011;503321;1;1
509264;509248;2;2
545635;502413;1;2
501344;501026;2;12
518697;518751;1;1
500933;508438;1;2
518808;509001;1;6
509205;509469;1;3
500488;580899;1;7
509256;510998;1;1
501026;518158;2;1
509426;599824;1;1
518361;518158;2;7
501026;516589;1;1
509370;508217;1;1
501026;501611;1;1
501182;529354;2;1
501026;501573;2;1
518891;999999;1;4
518981;999999;1;3
509256;517593;1;5
501425;529371;2;1
501328;502413;1;1
501158;501328;1;1
501212;528595;1;1
501280;507938;2;1
501140;503665;2;1
501361;501760;1;1
509469;517593;2;1
501352;501395;1;2
501182;501107;1;1
501026;503274;1;1
501409;501166;1;1
582697;580899;1;3
500453;500933;1;1
500950;502031;1;1
500992;500372;1;4
500577;523585;1;1
555908;555908;2;5
501271;000000;2;3
501328;502031;1;1
500640;500101;1;1
500577;506851;2;1
500798;999999;2;3
500011;515680;1;1
501344;503746;1;1
501361;501824;1;1
501361;501093;2;1
501239;529460;2;1
580791;517551;1;6
509434;509477;1;1
545635;000000;2;2
509256;509311;2;1
509442;580791;1;1
509434;529320;2;2
509175;512648;2;1
509281;517461;2;1
501123;501433;1;1
501077;501395;2;1
509256;517593;2;1
500798;500402;1;1
500712;529362;1;2
501026;504815;2;1
509426;529371;2;1
500577;516589;1;1
500488;529397;2;1
501085;503665;1;1
509264;505960;1;1
501263;501310;2;1
500356;500046;2;1
509256;518557;1;1
501123;529371;1;1
501280;501395;2;1
500712;529397;1;1
500992;500593;1;1
500712;500020;2;1
509264;509868;2;1
509272;509248;1;1
518361;000000;1;19
518808;509019;1;1
509370;517551;1;2
518727;518417;1;1
509175;529320;1;1
581585;508438;2;6
518191;518506;1;1
518697;508438;2;4
518221;518727;1;2
558133;518468;1;2
518689;503665;1;1
518891;518981;2;1
518875;518263;1;1
558133;500011;2;1
518166;518204;1;1
501395;506745;1;1
518808;518727;1;2
500011;504769;1;1
518476;516970;1;1
501395;506745;2;1
518361;529338;2;1
515612;514462;1;69
525928;526258;1;2
545741;506338;1;29
505773;518034;1;1
505404;529346;1;2
506281;513156;1;98
542971;504998;1;85
505820;529338;1;8
506036;506281;2;15
506010;505820;1;426
505714;507440;1;67
543039;000000;2;5
543039;528595;2;1
556351;504998;1;39
505234;506001;1;19
506508;505943;1;2
506028;505625;1;1
506567;542652;1;4
506087;000000;1;129
505820;513440;2;9
542709;556149;1;3
506087;506087;1;89
504998;505722;1;4
504998;542717;1;21
526118;515370;1;1
505048;504998;1;216
525995;000000;2;7
505943;999999;1;26
505714;542717;1;4
505820;529362;2;5
506290;505820;1;102
545741;513881;1;1
505536;504998;1;7
580457;505421;1;2
506273;505820;2;9
506290;999999;2;2
515523;508012;2;1
506648;506591;1;2
506133;505820;2;11
505714;507032;2;3
505048;542938;1;5
506541;506338;1;47
505374;529460;1;1
505854;505820;1;47
504998;505048;1;26
506028;542652;2;4
514756;000000;1;23
542661;500011;2;2
545686;529354;1;2
506605;529346;1;1
556157;556157;2;5
506567;513016;1;6
542661;529460;1;1
506044;506338;1;2
505820;506583;2;4
505854;506338;1;3
556475;528595;2;1
525987;525928;1;11
526002;526002;1;4
525791;999999;1;34
506044;529320;1;3
506508;513016;1;11
505714;507750;2;9
505820;500011;2;6
556149;999999;2;14
506613;506273;1;4
506095;506125;1;7
581658;505315;1;9
505064;000000;1;10
525791;508438;1;3
543101;506745;2;2
505561;999999;2;4
506231;000000;2;15
506087;506559;1;2
506541;506541;1;9
526151;999999;1;2
505641;542733;1;4
505404;556149;1;4
556149;513881;2;1
505820;508021;1;3
505960;507741;2;1
505820;516643;2;1
505820;545741;2;8
506567;506591;1;3
505820;507156;2;1
506508;506559;2;5
506281;506010;1;4
506281;512842;1;2
506559;506036;1;3
505943;506567;1;7
506010;529320;2;5
506605;545741;1;4
506532;542822;1;2
506087;508438;1;1
505943;999999;2;15
506567;506605;1;1
506559;506567;2;2
505838;999999;2;2
546682;505943;1;8
505960;506656;1;1
556475;506524;1;2
525901;506745;1;1
506281;513253;1;2
506532;505960;2;1
506281;504998;2;1
506231;507172;2;1
506231;506443;1;1
505943;529371;2;1
545741;507440;1;2
506281;506231;1;1
506010;509001;2;1
505943;528595;1;2
506281;506354;1;2
506010;513881;2;1
505820;504203;1;3
506231;506613;1;2
506281;506354;2;1
505838;505846;1;1
505935;528595;1;1
506613;529371;2;1
506613;523381;1;3
506559;528595;2;2
506559;513440;2;5
506613;529346;2;2
506559;507032;1;2
506281;506125;1;1
506281;514322;1;1
506605;506613;1;1
506605;505960;1;2
581348;505854;2;1
546682;506567;2;1
506559;529354;2;1
556475;506567;1;1
545741;506087;1;1
506613;506281;2;1
505421;506851;1;1
505421;500704;1;1
504998;529443;1;1
505421;529460;2;1
504998;529460;2;6
505421;507032;2;2
504998;500101;2;1
542971;500941;1;3
505421;505421;2;15
504998;502413;1;4
504998;505102;1;1
504998;512478;1;2
504998;500950;1;1
505854;506559;1;4
505404;542971;1;4
505234;528595;1;2
506478;506524;1;1
505064;000000;2;3
505421;505714;2;3
506371;513016;1;3
505498;505285;1;2
505498;507440;1;4
505251;505552;1;2
505498;514292;1;1
505137;505137;1;29
556157;504491;1;1
543063;517402;2;1
542717;529320;2;19
505242;999999;1;4
505242;000000;1;33
506273;542652;2;1
506613;506656;2;1
543110;542954;2;1
506010;506281;1;25
505773;580457;1;2
506354;505935;2;6
506044;505820;2;8
506648;529320;2;1
505641;518557;1;1
505757;500011;1;1
506478;506583;1;1
505340;000000;2;9
556149;000000;2;20
505773;556157;1;2
556157;580457;1;16
505226;543101;1;1
506354;506281;1;5
505498;542717;1;2
505251;000000;2;11
505048;505421;1;3
506028;529346;1;1
505714;513881;2;1
556262;500011;2;2
556165;502031;2;1
506273;504262;1;1
556157;505749;2;1
505714;555886;1;4
505757;506613;2;1
556149;505749;1;1
506087;506338;2;2
542661;999999;2;2
506028;529320;1;1
505820;506605;2;3
556165;580457;1;2
545686;504581;2;1
506290;506231;1;1
506133;528595;1;1
505340;504998;2;10
556262;505048;2;2
505064;505234;1;7
542792;500011;2;2
505421;507156;1;1
543039;505820;2;2
505617;505773;1;1
557820;000000;1;3
526258;526142;1;15
525987;514829;1;24
526002;515680;1;1
525995;526142;2;7
515612;529354;1;1
526258;525791;1;17
556327;556149;1;2
526002;525987;1;12
526029;999999;2;3
526100;525791;1;8
515612;515256;1;5
556165;505498;1;1
505749;542652;1;1
556157;507768;1;1
556157;556149;1;6
505676;529320;2;4
515370;000000;1;26
542954;582638;1;1
525677;999999;1;3
505820;512931;1;1
542938;505137;1;2
505536;529371;1;1
581658;543101;1;3
542954;505714;1;7
505234;505757;1;2
505251;999999;2;3
506613;508055;1;1
505439;506109;1;1
506028;513016;1;4
506133;506559;1;1
505820;504947;1;1
506095;545686;2;1
546682;506087;2;1
506044;000000;2;5
506273;529397;1;1
515612;517402;1;2
505234;507741;1;3
543101;529354;2;1
580457;505340;1;1
505978;506532;1;1
506354;545741;1;3
505820;512842;2;2
506354;510998;2;1
506648;545741;1;2
506371;506125;1;1
556262;502413;2;1
506036;513881;1;1
506478;529346;1;1
505978;999999;2;3
505641;543039;1;3
581704;543004;1;1
506290;506613;2;2
505820;505978;1;1
505676;507440;1;4
505561;542733;1;3
505561;529320;1;1
505820;513598;2;1
505820;504025;1;1
505820;505854;1;1
505617;505048;1;1
505404;520004;2;1
556149;556165;1;1
543039;581305;1;2
505226;556157;1;2
542717;529346;1;2
505285;505048;1;1
542717;507296;1;1
556262;505404;1;3
543063;522279;2;1
542792;580899;1;1
505021;999999;2;2
542971;505234;1;1
505498;529397;2;1
556149;543063;1;1
556297;505285;1;1
505251;581658;1;1
556297;513156;1;1
505714;529460;2;1
556351;505315;2;1
505048;506656;2;1
542971;580899;1;3
505820;500836;2;1
542954;512648;1;1
505251;505790;1;1
505641;502413;2;1
505064;505064;2;2
505617;542652;1;1
556351;529397;1;1
505498;507938;2;1
505676;505641;2;1
581658;542652;1;1
580457;500011;2;2
505978;529346;2;1
525901;525529;1;3
506478;506231;1;1
506036;506354;1;1
506290;529389;2;1
505510;501123;1;1
505536;529311;2;1
506354;506745;2;1
505048;543039;2;1
580457;542652;2;1
505285;581658;2;1
581305;507440;2;1
505749;529397;1;1
505439;505307;1;1
556165;513881;2;1
505064;543110;2;1
515761;500011;1;1
515612;525693;1;1
556149;513016;1;1
556149;505455;1;1
504998;500640;1;1
525766;525791;1;14
505242;529338;2;1
515612;514519;2;2
515400;515400;2;2
543039;505374;1;1
525944;999999;2;1
505773;529320;1;3
505439;505846;1;1
526029;525928;1;4
505641;508438;2;1
505421;500739;1;1
505404;556262;1;1
556211;508217;2;1
505749;500968;1;1
515612;515671;1;1
542881;500011;1;1
515612;515205;2;3
525987;502413;1;1
515612;506745;2;1
515507;515001;2;1
526142;508195;1;1
526142;514829;2;1
505676;513016;2;1
505773;507199;1;1
505374;517402;2;1
581305;505641;1;1
515612;521698;1;1
525928;506613;1;1
526321;999999;1;1
514721;515442;2;1
580384;526002;1;2
525685;525901;1;1
514896;515701;2;1
525791;526096;1;2
515612;501204;1;1
515612;515001;1;2
515302;514829;2;1
526118;517402;1;1
525791;526151;1;1
515612;599841;2;1
525928;518808;1;1
526258;526321;1;1
514675;526142;1;1
526151;598186;1;1
525987;515710;1;1
515311;525529;1;1
515612;525766;1;1
515159;515612;2;1
515612;513881;2;1
526142;515400;1;1
526142;516589;2;1
515612;526509;1;1
508233;529460;1;124
509540;999999;1;411
508195;528595;2;6
510181;500011;2;1
509639;509540;1;124
509540;512036;1;30
510254;509957;2;6
508055;999999;1;27
504556;508055;1;53
507890;507890;1;201
508021;000000;1;173
508021;529320;1;115
508080;000000;1;132
508365;529460;1;6
508080;508179;1;2
508055;508063;1;18
504874;000000;2;24
508039;529346;1;26
509701;509701;1;78
510211;000000;1;153
508233;528595;2;32
508039;529389;1;8
508063;504513;1;7
510211;510165;1;3
510254;510254;2;11
508241;529397;1;5
508039;508039;2;10
508063;504513;2;6
504629;000000;2;11
510165;509868;1;2
508012;508055;1;12
504980;504203;1;4
504858;529371;2;7
508349;529354;1;6
504947;529371;2;17
504769;999999;2;7
509973;509922;1;1
508080;528595;2;8
507831;529419;1;4
510165;529320;1;5
508349;529389;1;8
508055;999999;2;12
507831;000000;2;6
504556;529320;1;30
509744;528595;1;2
508241;999999;2;2
508365;528595;1;17
510041;510041;1;11
508080;501905;1;1
580813;509701;1;2
508233;529419;2;4
509639;000000;2;22
504629;506745;1;2
508063;504947;1;22
504858;999999;1;15
508063;508012;1;24
510181;510998;1;7
508063;504572;1;7
507962;529362;1;1
508063;507962;1;22
509957;999999;1;15
508381;529397;1;18
504556;999999;2;2
507831;529401;1;1
508080;529354;2;1
507831;508233;2;3
504947;508233;2;3
504556;508233;2;1
507890;507989;1;2
504629;508179;2;1
508055;508217;1;1
508063;504572;2;5
509761;510106;1;12
509540;508179;2;2
509761;000000;1;13
509761;999999;2;5
509540;598224;1;3
509761;529320;1;1
509540;509809;2;1
509540;515001;1;1
509540;512842;2;2
509540;507440;1;1
509540;518042;2;2
509833;509973;1;1
509540;511005;1;1
508365;508349;1;11
509540;517461;2;1
504874;529389;1;1
504980;504947;2;4
504769;507890;1;2
508349;508381;1;22
508241;529371;1;17
504874;507890;2;2
508381;529389;1;8
508021;508233;2;1
504980;504815;2;2
504947;508179;1;4
504874;504980;1;6
504980;529338;2;2
508080;504378;1;1
508063;512371;1;1
508365;529362;2;2
508161;528595;2;4
504637;508021;1;3
500267;504262;1;2
508233;507954;2;1
500267;529371;1;1
507890;508179;1;1
508233;504581;1;1
508381;529494;2;1
508195;507954;1;1
500267;508438;1;1
508039;515051;1;1
508233;512842;2;1
508161;503762;1;1
508039;508365;1;1
508195;529354;2;1
510165;509540;2;21
510254;509744;2;5
509698;513296;2;1
509787;000000;1;12
509698;000000;2;35
580813;509744;1;1
509957;580813;2;1
509701;509931;2;1
509922;509973;1;8
510211;508438;2;3
510017;999999;2;1
509957;510114;1;6
509990;510017;1;7
510211;509744;2;2
509957;509876;1;2
509825;509825;2;7
509922;505820;1;1
509787;510181;1;4
510211;509001;2;1
510254;510165;2;3
509671;511391;2;1
510254;509744;1;6
509698;509698;2;5
509825;529320;1;1
510165;509701;2;5
510211;510262;2;2
509639;510599;1;1
510211;529346;1;2
509957;509710;1;1
510211;509132;1;1
509698;529320;1;5
510165;517402;2;1
509671;580813;1;3
509710;000000;2;1
509973;557358;1;1
509787;529460;1;2
509787;509957;1;1
510009;504815;1;1
509701;512737;2;1
510165;509876;1;2
580813;509922;1;2
509701;510106;1;2
509540;502537;1;1
510041;509744;2;1
510211;513016;1;1
510181;529460;1;1
509639;508438;1;1
509507;509507;1;776
517461;517402;1;668
509299;999999;1;123
527106;598186;1;39
509361;509507;1;35
527106;527785;1;3
509515;509256;2;3
527106;529371;2;1
527106;527840;1;103
509230;000000;1;114
509515;509515;1;191
509132;508101;1;1
509345;509248;1;64
509345;509256;2;28
509477;517402;1;46
519197;524140;1;92
527106;528595;1;22
509230;509299;2;1
509477;509345;1;7
509159;000000;2;88
517674;517461;1;162
509515;999999;1;172
527696;524140;1;12
527106;599824;1;5
527548;999999;1;5
517461;503665;2;1
509507;509493;1;1
509523;517402;1;15
509345;504769;2;2
509507;508063;2;1
527947;527106;2;3
527505;999999;1;17
509230;529460;2;3
509477;509132;2;15
527254;999999;1;6
509396;509396;2;4
509311;517593;1;4
527254;519006;1;9
509485;509493;1;3
509230;516881;2;1
509311;000000;2;92
519391;524620;1;2
509400;509523;1;10
509132;514268;2;1
517461;517593;2;8
509221;999999;1;15
509132;529346;2;13
509337;504998;1;1
518085;516589;2;1
518085;529320;2;6
509299;509132;2;3
517798;528595;1;2
509248;503665;1;1
509299;500011;2;2
509400;510998;1;1
509451;598186;2;6
509507;502031;2;3
509396;503665;2;3
509507;598186;2;1
518018;529346;2;3
509299;517798;2;2
509221;529371;2;1
509515;517461;1;2
509159;529320;1;5
509230;529371;1;1
509345;509183;1;1
518085;529371;1;2
517691;518034;2;1
509523;506745;1;1
509230;517461;2;1
509299;517461;2;2
509299;507440;1;1
509311;515612;2;1
509493;507750;1;1
509230;500011;2;1
509221;509531;1;1
509248;506745;2;1
518085;518034;2;5
509485;512036;1;1
509345;528595;2;5
509477;507032;2;1
509159;500011;2;2
509515;508179;2;1
509507;557935;1;1
518085;508055;1;1
517895;517631;1;3
517798;999999;2;2
509400;510963;2;1
509132;529427;2;1
509507;599875;1;1
509132;524140;2;2
517992;529460;1;1
509345;517917;1;2
509132;509345;2;16
509213;500577;1;3
509159;529460;1;2
509477;500011;2;1
509477;529320;1;5
509345;517593;2;1
509485;516589;2;1
509451;505315;2;1
509132;529338;2;1
509132;598186;1;3
518085;557935;1;5
517895;519022;1;1
509311;542652;1;1
509299;517526;2;1
509132;527092;1;1
509515;502031;1;1
509248;509159;1;2
509345;509361;1;1
509132;508063;1;1
509507;509248;2;1
509507;510998;1;1
509337;524743;1;1
509132;517551;2;1
509213;517593;2;1
509159;501905;1;1
517798;501778;1;1
509167;509507;2;3
509132;529311;1;1
509167;517461;1;1
509337;529460;1;1
517895;509400;1;1
509485;508438;1;1
509213;509256;2;2
509132;509221;1;1
509132;509183;1;1
509485;509451;1;1
509132;510114;2;1
509132;513156;2;1
509159;512729;2;1
509132;509434;1;1
509132;518000;2;1
517631;000000;1;70
517623;507032;1;1
509485;509523;2;1
517992;518018;1;1
517461;500011;1;2
517461;513016;1;1
517461;502413;2;1
517461;542652;1;1
527785;527106;2;2
528081;508233;1;1
509531;508179;1;1
519537;524140;1;36
527106;513440;1;2
527211;999999;2;24
527319;527319;2;1
519448;999999;1;19
527131;999999;1;7
519197;519456;1;2
527904;527904;1;3
527483;598186;2;1
519391;529320;2;4
527246;527106;1;7
517461;509400;1;1
527777;527602;1;6
527807;527807;1;6
517623;513610;1;3
527424;000000;1;8
519537;519537;1;17
528072;527106;2;2
527904;000000;1;3
527564;527831;1;1
519537;000000;2;7
527891;000000;2;2
527670;519006;2;1
527327;526665;1;1
527106;506745;1;3
517461;513156;1;1
527742;000000;1;6
519596;529346;2;1
527505;527653;2;1
519197;525014;2;1
519391;519197;2;3
519448;999999;2;9
527106;500011;2;5
527254;527211;2;1
519987;524140;2;10
527858;527106;2;2
519197;519588;1;7
527211;519197;1;1
519995;580601;1;1
519197;529371;1;2
519561;519081;1;3
527211;598186;1;1
519197;527840;2;2
519987;525405;1;1
519197;519006;2;3
519316;519561;1;1
527548;527106;2;1
519561;544094;1;1
527670;527378;1;1
527149;527106;2;1
527661;512842;2;1
517623;512036;1;1
527149;527432;1;1
519197;527831;1;1
527688;527840;1;2
527483;529346;2;1
527696;525529;1;1
527564;527777;1;1
527645;598224;2;1
519596;524140;2;3
527653;527653;1;3
580601;528862;1;1
527769;517402;1;1
527131;527106;2;2
519316;519006;2;2
527661;505820;1;1
527661;527106;2;3
527327;527327;2;1
527106;512036;2;1
519537;527840;1;1
527645;598186;1;1
527564;519197;2;1
527106;507814;1;1
527238;517402;2;1
527564;510998;1;1
527351;529354;1;1
519197;519375;1;1
527106;527131;1;2
527769;527840;1;2
527106;527378;1;2
519197;521299;2;1
527424;527840;1;1
527432;999999;2;1
506338;506338;1;4435
543535;528595;2;1
543268;543268;1;1182
513008;512842;1;178
543713;526355;1;45
507725;507725;1;102
506982;507440;1;44
506052;506338;1;78
543047;543047;1;132
543331;508497;1;1
505315;542652;1;145
513466;512842;1;296
506427;506427;1;145
506001;507440;1;88
507229;507440;1;131
526398;526355;2;3
506982;506745;1;25
526592;523381;1;50
506338;506001;1;97
543411;504009;1;1
543667;526355;1;187
505994;506338;1;113
560154;528595;1;12
507440;506338;1;112
507563;528595;1;1
543284;523488;1;1
543594;000000;1;185
507709;507709;1;251
507725;999999;1;26
506125;506338;1;215
506583;506583;1;57
512842;518034;1;68
512915;512842;1;160
557579;518077;1;3
556441;505846;2;3
512915;512851;1;4
513466;500682;2;1
512842;513741;1;24
542733;000000;2;43
543365;543659;1;8
507482;506206;2;1
543322;543187;1;11
505315;502413;2;2
543152;543152;1;16
526533;999999;1;44
505951;506338;1;181
543594;543594;2;24
542962;529320;1;4
512842;518018;1;5
543004;543004;2;23
507440;513156;1;4
526355;500011;1;17
556190;506338;1;1
543667;543667;1;29
505901;507938;1;1
506338;529354;1;5
543047;506338;1;2
560154;523381;2;11
543632;543659;1;5
506265;506265;2;12
543497;598186;1;33
507342;556581;1;11
505897;506524;1;87
506061;529346;1;1
506338;529320;2;21
543411;543268;1;34
505846;505846;2;28
507121;556548;1;2
543357;526355;1;12
556416;528595;1;3
507725;507156;2;2
543365;543497;1;12
506427;500011;1;2
507440;507032;2;6
507121;999999;1;7
526509;598186;1;122
507440;506745;2;28
543594;523585;1;3
543233;598224;1;5
506427;999999;2;10
512842;512648;1;1
507725;507679;1;9
543357;508055;1;1
506338;506303;1;13
505871;506338;1;175
556190;542652;1;11
543357;510408;1;1
542733;542652;1;22
526509;999999;2;65
557579;513008;1;4
526533;543586;1;1
506338;506567;1;5
543586;999999;1;30
505897;508055;1;1
505129;505706;1;1
580864;528595;1;1
581399;506206;1;6
505901;000000;2;23
543501;543594;2;1
507482;507679;1;8
543357;506524;1;1
513083;513083;1;28
543233;543233;1;77
543497;581135;1;1
543187;526509;1;49
506427;506745;1;5
512842;509132;1;2
505871;529320;1;8
543497;543268;1;11
512842;598186;2;3
506524;580899;1;1
526355;543586;2;2
526355;509086;1;1
506265;505951;1;10
