"","obecA","obecB","pocet","okresA","okresB","obecA_nazov","obecB_nazov"
"699","510823","510661",1,"SK0318","SK0318","Ludrová","Liptovská Štiavnica"
"700","510823","510785",2,"SK0318","SK0318","Ludrová","Lisková"
"701","510823","510823",32,"SK0318","SK0318","Ludrová","Ludrová"
"702","510823","510955",1,"SK0318","SK0318","Ludrová","Potok"
"703","510823","510998",154,"SK0318","SK0318","Ludrová","Ružomberok"
"704","510823","511056",5,"SK0318","SK0318","Ludrová","Štiavnièka"
"705","510831","507300",3,"SK0315","SK0318","Malatíny","Ivachnová"
"706","510831","510262",17,"SK0315","SK0315","Malatíny","Liptovský Mikuláš"
"707","510831","510386",3,"SK0315","SK0315","Malatíny","Demänovská Dolina"
"708","510831","510726",1,"SK0315","SK0315","Malatíny","Liptovský Hrádok"
"709","510831","510734",1,"SK0315","SK0315","Malatíny","Liptovský Ján"
"710","510831","510807",1,"SK0315","SK0318","Malatíny","¼ubochòa"
"711","510831","510831",4,"SK0315","SK0315","Malatíny","Malatíny"
"712","510831","510904",6,"SK0315","SK0315","Malatíny","Partizánska ¼upèa"
"713","510831","510947",1,"SK0315","SK0315","Malatíny","Podtureò"
"714","510831","510998",13,"SK0315","SK0318","Malatíny","Ružomberok"
"715","510831","511005",1,"SK0315","SK0318","Malatíny","Liptovské Sliaèe"
"716","510831","511153",1,"SK0315","SK0315","Malatíny","Vlachy"
"717","510840","510262",5,"SK0315","SK0315","Malé Borové","Liptovský Mikuláš"
"718","510840","510572",1,"SK0315","SK0315","Malé Borové","Kvaèany"
"719","510840","510726",1,"SK0315","SK0315","Malé Borové","Liptovský Hrádok"
"720","510840","510840",1,"SK0315","SK0315","Malé Borové","Malé Borové"
"721","510840","510947",1,"SK0315","SK0315","Malé Borové","Podtureò"
"722","510840","511200",1,"SK0315","SK0315","Malé Borové","Žiar"
"723","510858","510262",3,"SK0315","SK0315","Malužiná","Liptovský Mikuláš"
"724","510858","510467",1,"SK0315","SK0315","Malužiná","Hybe"
"725","510858","510726",20,"SK0315","SK0315","Malužiná","Liptovský Hrádok"
"726","510858","510858",26,"SK0315","SK0315","Malužiná","Malužiná"
"727","510858","510874",1,"SK0315","SK0315","Malužiná","Nižná Boca"
"728","510858","511013",1,"SK0315","SK0315","Malužiná","Smreèany"
"729","510858","511099",1,"SK0315","SK0315","Malužiná","Uhorská Ves"
"730","510858","511188",2,"SK0315","SK0315","Malužiná","Vyšná Boca"
"731","510858","558281",5,"SK0315","SK0315","Malužiná","Liptovská Porúbka"
"732","510866","510262",2,"SK0318","SK0315","Martinèek","Liptovský Mikuláš"
"733","510866","510599",14,"SK0318","SK0318","Martinèek","Likavka"
"734","510866","510726",1,"SK0318","SK0315","Martinèek","Liptovský Hrádok"
"735","510866","510785",2,"SK0318","SK0318","Martinèek","Lisková"
"736","510866","510866",5,"SK0318","SK0318","Martinèek","Martinèek"
"737","510866","510998",62,"SK0318","SK0318","Martinèek","Ružomberok"
"738","510874","510262",8,"SK0315","SK0315","Nižná Boca","Liptovský Mikuláš"
"739","510874","510726",6,"SK0315","SK0315","Nižná Boca","Liptovský Hrádok"
"740","510874","510734",1,"SK0315","SK0315","Nižná Boca","Liptovský Ján"
"741","510874","510858",6,"SK0315","SK0315","Nižná Boca","Malužiná"
"742","510874","510874",5,"SK0315","SK0315","Nižná Boca","Nižná Boca"
"743","510874","510998",1,"SK0315","SK0318","Nižná Boca","Ružomberok"
"744","510874","511129",1,"SK0315","SK0315","Nižná Boca","Važec"
"745","510874","558281",1,"SK0315","SK0315","Nižná Boca","Liptovská Porúbka"
"746","510904","507300",7,"SK0315","SK0318","Partizánska ¼upèa","Ivachnová"
"747","510904","510262",67,"SK0315","SK0315","Partizánska ¼upèa","Liptovský Mikuláš"
"748","510904","510301",3,"SK0315","SK0318","Partizánska ¼upèa","Bešeòová"
"749","510904","510386",2,"SK0315","SK0315","Partizánska ¼upèa","Demänovská Dolina"
"750","510904","510408",1,"SK0315","SK0315","Partizánska ¼upèa","Dúbrava"
"751","510904","510416",1,"SK0315","SK0315","Partizánska ¼upèa","Galovany"
"752","510904","510424",1,"SK0315","SK0315","Partizánska ¼upèa","Gôtovany"
"753","510904","510599",1,"SK0315","SK0318","Partizánska ¼upèa","Likavka"
"754","510904","510637",1,"SK0315","SK0318","Partizánska ¼upèa","Liptovská Osada"
"755","510904","510670",7,"SK0315","SK0318","Partizánska ¼upèa","Liptovská Teplá"
"756","510904","510726",7,"SK0315","SK0315","Partizánska ¼upèa","Liptovský Hrádok"
"757","510904","510742",1,"SK0315","SK0318","Partizánska ¼upèa","Liptovský Michal"
"758","510904","510785",4,"SK0315","SK0318","Partizánska ¼upèa","Lisková"
"759","510904","510793",4,"SK0315","SK0315","Partizánska ¼upèa","¼ube¾a"
"760","510904","510807",1,"SK0315","SK0318","Partizánska ¼upèa","¼ubochòa"
"761","510904","510815",1,"SK0315","SK0318","Partizánska ¼upèa","Lúèky"
"762","510904","510831",4,"SK0315","SK0315","Partizánska ¼upèa","Malatíny"
"763","510904","510904",94,"SK0315","SK0315","Partizánska ¼upèa","Partizánska ¼upèa"
"764","510904","510998",67,"SK0315","SK0318","Partizánska ¼upèa","Ružomberok"
"765","510904","511005",1,"SK0315","SK0318","Partizánska ¼upèa","Liptovské Sliaèe"
"766","510904","511196",2,"SK0315","SK0315","Partizánska ¼upèa","Závažná Poruba"
"767","510912","510262",49,"SK0315","SK0315","Pavèina Lehota","Liptovský Mikuláš"
"768","510912","510301",1,"SK0315","SK0318","Pavèina Lehota","Bešeòová"
"769","510912","510386",7,"SK0315","SK0315","Pavèina Lehota","Demänovská Dolina"
"770","510912","510611",1,"SK0315","SK0315","Pavèina Lehota","Liptovská Kokava"
"771","510912","510726",2,"SK0315","SK0315","Pavèina Lehota","Liptovský Hrádok"
"772","510912","510734",1,"SK0315","SK0315","Pavèina Lehota","Liptovský Ján"
"773","510912","510904",1,"SK0315","SK0315","Pavèina Lehota","Partizánska ¼upèa"
"774","510912","510912",7,"SK0315","SK0315","Pavèina Lehota","Pavèina Lehota"
"775","510912","510947",1,"SK0315","SK0315","Pavèina Lehota","Podtureò"
"776","510912","580287",1,"SK0315","SK0315","Pavèina Lehota","Liptovský Peter"
"777","510921","510262",36,"SK0315","SK0315","Pavlova Ves","Liptovský Mikuláš"
"778","510921","510327",3,"SK0315","SK0315","Pavlova Ves","Bobrovec"
"779","510921","510386",1,"SK0315","SK0315","Pavlova Ves","Demänovská Dolina"
"780","510921","510653",1,"SK0315","SK0315","Pavlova Ves","Liptovská Sielnica"
"781","510921","510726",3,"SK0315","SK0315","Pavlova Ves","Liptovský Hrádok"
"782","510921","510921",1,"SK0315","SK0315","Pavlova Ves","Pavlova Ves"
"783","510921","510947",1,"SK0315","SK0315","Pavlova Ves","Podtureò"
"784","510921","511048",1,"SK0315","SK0315","Pavlova Ves","Svätý Kríž"
"785","510921","511196",2,"SK0315","SK0315","Pavlova Ves","Závažná Poruba"
"786","510947","510262",139,"SK0315","SK0315","Podtureò","Liptovský Mikuláš"
"787","510947","510301",2,"SK0315","SK0318","Podtureò","Bešeòová"
"788","510947","510386",9,"SK0315","SK0315","Podtureò","Demänovská Dolina"
"789","510947","510408",1,"SK0315","SK0315","Podtureò","Dúbrava"
"790","510947","510521",1,"SK0315","SK0315","Podtureò","Jamník"
"791","510947","510670",1,"SK0315","SK0318","Podtureò","Liptovská Teplá"
"792","510947","510726",62,"SK0315","SK0315","Podtureò","Liptovský Hrádok"
"793","510947","510734",14,"SK0315","SK0315","Podtureò","Liptovský Ján"
"794","510947","510751",2,"SK0315","SK0315","Podtureò","Liptovský Ondrej"
"795","510947","510858",1,"SK0315","SK0315","Podtureò","Malužiná"
"796","510947","510947",27,"SK0315","SK0315","Podtureò","Podtureò"
"797","510947","510963",2,"SK0315","SK0315","Podtureò","Pribylina"
"798","510947","510998",11,"SK0315","SK0318","Podtureò","Ružomberok"
"799","510947","511099",5,"SK0315","SK0315","Podtureò","Uhorská Ves"
"800","510947","511145",1,"SK0315","SK0315","Podtureò","Veterná Poruba"
"801","510947","511196",5,"SK0315","SK0315","Podtureò","Závažná Poruba"
"802","510947","558281",1,"SK0315","SK0315","Podtureò","Liptovská Porúbka"
"803","510955","510262",3,"SK0318","SK0315","Potok","Liptovský Mikuláš"
"804","510955","510301",1,"SK0318","SK0318","Potok","Bešeòová"
"805","510955","510408",1,"SK0318","SK0315","Potok","Dúbrava"
"806","510955","510785",2,"SK0318","SK0318","Potok","Lisková"
"807","510955","510955",2,"SK0318","SK0318","Potok","Potok"
"808","510955","510998",10,"SK0318","SK0318","Potok","Ružomberok"
"809","510955","511153",1,"SK0318","SK0315","Potok","Vlachy"
"810","510963","510262",49,"SK0315","SK0315","Pribylina","Liptovský Mikuláš"
"811","510963","510386",2,"SK0315","SK0315","Pribylina","Demänovská Dolina"
"812","510963","510408",1,"SK0315","SK0315","Pribylina","Dúbrava"
"813","510963","510513",1,"SK0315","SK0315","Pribylina","Jalovec"
"814","510963","510564",3,"SK0315","SK0315","Pribylina","Krá¾ova Lehota"
"815","510963","510611",2,"SK0315","SK0315","Pribylina","Liptovská Kokava"
"816","510963","510726",56,"SK0315","SK0315","Pribylina","Liptovský Hrádok"
"817","510963","510734",1,"SK0315","SK0315","Pribylina","Liptovský Ján"
"818","510963","510947",4,"SK0315","SK0315","Pribylina","Podtureò"
"819","510963","510963",48,"SK0315","SK0315","Pribylina","Pribylina"
"820","510963","510998",3,"SK0315","SK0318","Pribylina","Ružomberok"
"821","510963","511111",2,"SK0315","SK0315","Pribylina","Vavrišovo"
"822","510963","511129",1,"SK0315","SK0315","Pribylina","Važec"
"823","510963","511170",2,"SK0315","SK0315","Pribylina","Východná"
"824","510963","558281",3,"SK0315","SK0315","Pribylina","Liptovská Porúbka"
"825","510963","580287",1,"SK0315","SK0315","Pribylina","Liptovský Peter"
"826","510971","510262",25,"SK0315","SK0315","Prosiek","Liptovský Mikuláš"
"827","510971","510301",1,"SK0315","SK0318","Prosiek","Bešeòová"
"828","510971","510351",1,"SK0315","SK0315","Prosiek","Bukovina"
"829","510971","510572",1,"SK0315","SK0315","Prosiek","Kvaèany"
"830","510971","510653",2,"SK0315","SK0315","Prosiek","Liptovská Sielnica"
"831","510971","510700",1,"SK0315","SK0315","Prosiek","Liptovské Matiašovce"
"832","510971","510726",1,"SK0315","SK0315","Prosiek","Liptovský Hrádok"
"833","510971","510734",1,"SK0315","SK0315","Prosiek","Liptovský Ján"
"834","510971","510777",1,"SK0315","SK0315","Prosiek","Liptovský Trnovec"
"835","510971","510912",1,"SK0315","SK0315","Prosiek","Pavèina Lehota"
"836","510971","510971",4,"SK0315","SK0315","Prosiek","Prosiek"
"837","510971","510998",4,"SK0315","SK0318","Prosiek","Ružomberok"
"838","510971","511013",1,"SK0315","SK0315","Prosiek","Smreèany"
"839","510971","511196",1,"SK0315","SK0315","Prosiek","Závažná Poruba"
"840","510998","507300",16,"SK0318","SK0318","Ružomberok","Ivachnová"
"841","510998","510262",209,"SK0318","SK0315","Ružomberok","Liptovský Mikuláš"
"842","510998","510301",14,"SK0318","SK0318","Ružomberok","Bešeòová"
"843","510998","510327",1,"SK0318","SK0315","Ružomberok","Bobrovec"
"844","510998","510386",6,"SK0318","SK0315","Ružomberok","Demänovská Dolina"
"845","510998","510408",6,"SK0318","SK0315","Ružomberok","Dúbrava"
"846","510998","510416",1,"SK0318","SK0315","Ružomberok","Galovany"
"847","510998","510441",4,"SK0318","SK0318","Ružomberok","Hubová"
"848","510998","510530",1,"SK0318","SK0318","Ružomberok","Kalameny"
"849","510998","510548",6,"SK0318","SK0318","Ružomberok","Komjatná"
"850","510998","510599",113,"SK0318","SK0318","Ružomberok","Likavka"
"851","510998","510602",1,"SK0318","SK0315","Ružomberok","Liptovská Anna"
"852","510998","510629",4,"SK0318","SK0318","Ružomberok","Liptovská Lúžna"
"853","510998","510637",15,"SK0318","SK0318","Ružomberok","Liptovská Osada"
"854","510998","510653",1,"SK0318","SK0315","Ružomberok","Liptovská Sielnica"
"855","510998","510661",24,"SK0318","SK0318","Ružomberok","Liptovská Štiavnica"
"856","510998","510670",27,"SK0318","SK0318","Ružomberok","Liptovská Teplá"
"857","510998","510718",4,"SK0318","SK0318","Ružomberok","Liptovské Revúce"
"858","510998","510726",26,"SK0318","SK0315","Ružomberok","Liptovský Hrádok"
"859","510998","510734",2,"SK0318","SK0315","Ružomberok","Liptovský Ján"
"860","510998","510742",1,"SK0318","SK0318","Ružomberok","Liptovský Michal"
"861","510998","510777",1,"SK0318","SK0315","Ružomberok","Liptovský Trnovec"
"862","510998","510785",43,"SK0318","SK0318","Ružomberok","Lisková"
"863","510998","510793",1,"SK0318","SK0315","Ružomberok","¼ube¾a"
"864","510998","510807",48,"SK0318","SK0318","Ružomberok","¼ubochòa"
"865","510998","510815",16,"SK0318","SK0318","Ružomberok","Lúèky"
"866","510998","510823",21,"SK0318","SK0318","Ružomberok","Ludrová"
"867","510998","510904",13,"SK0318","SK0315","Ružomberok","Partizánska ¼upèa"
"868","510998","510947",2,"SK0318","SK0315","Ružomberok","Podtureò"
"869","510998","510955",4,"SK0318","SK0318","Ružomberok","Potok"
"870","510998","510998",4609,"SK0318","SK0318","Ružomberok","Ružomberok"
"871","510998","511005",23,"SK0318","SK0318","Ružomberok","Liptovské Sliaèe"
"872","510998","511030",4,"SK0318","SK0318","Ružomberok","Stankovany"
"873","510998","511056",38,"SK0318","SK0318","Ružomberok","Štiavnièka"
"874","510998","511064",1,"SK0318","SK0318","Ružomberok","Švošov"
"875","510998","511102",1,"SK0318","SK0318","Ružomberok","Valaská Dubová"
"876","510998","511153",5,"SK0318","SK0315","Ružomberok","Vlachy"
"877","510998","511170",1,"SK0318","SK0315","Ružomberok","Východná"
"878","510998","511196",7,"SK0318","SK0315","Ružomberok","Závažná Poruba"
"879","511005","507300",9,"SK0318","SK0318","Liptovské Sliaèe","Ivachnová"
"880","511005","507407",1,"SK0318","SK0318","Liptovské Sliaèe","Turík"
"881","511005","510262",32,"SK0318","SK0315","Liptovské Sliaèe","Liptovský Mikuláš"
"882","511005","510301",7,"SK0318","SK0318","Liptovské Sliaèe","Bešeòová"
"883","511005","510335",1,"SK0318","SK0315","Liptovské Sliaèe","Bobrovník"
"884","511005","510408",1,"SK0318","SK0315","Liptovské Sliaèe","Dúbrava"
"885","511005","510416",1,"SK0318","SK0315","Liptovské Sliaèe","Galovany"
"886","511005","510599",15,"SK0318","SK0318","Liptovské Sliaèe","Likavka"
"887","511005","510637",2,"SK0318","SK0318","Liptovské Sliaèe","Liptovská Osada"
"888","511005","510653",1,"SK0318","SK0315","Liptovské Sliaèe","Liptovská Sielnica"
"889","511005","510661",2,"SK0318","SK0318","Liptovské Sliaèe","Liptovská Štiavnica"
"890","511005","510670",3,"SK0318","SK0318","Liptovské Sliaèe","Liptovská Teplá"
"891","511005","510726",3,"SK0318","SK0315","Liptovské Sliaèe","Liptovský Hrádok"
"892","511005","510734",1,"SK0318","SK0315","Liptovské Sliaèe","Liptovský Ján"
"893","511005","510785",12,"SK0318","SK0318","Liptovské Sliaèe","Lisková"
"894","511005","510807",3,"SK0318","SK0318","Liptovské Sliaèe","¼ubochòa"
"895","511005","510815",3,"SK0318","SK0318","Liptovské Sliaèe","Lúèky"
"896","511005","510823",1,"SK0318","SK0318","Liptovské Sliaèe","Ludrová"
"897","511005","510904",5,"SK0318","SK0315","Liptovské Sliaèe","Partizánska ¼upèa"
"898","511005","510998",506,"SK0318","SK0318","Liptovské Sliaèe","Ružomberok"
"899","511005","511005",125,"SK0318","SK0318","Liptovské Sliaèe","Liptovské Sliaèe"
"900","511005","511056",9,"SK0318","SK0318","Liptovské Sliaèe","Štiavnièka"
"901","511005","511153",2,"SK0318","SK0315","Liptovské Sliaèe","Vlachy"
"902","511005","511196",4,"SK0318","SK0315","Liptovské Sliaèe","Závažná Poruba"
"903","511013","510262",106,"SK0315","SK0315","Smreèany","Liptovský Mikuláš"
"904","511013","510327",2,"SK0315","SK0315","Smreèany","Bobrovec"
"905","511013","510386",6,"SK0315","SK0315","Smreèany","Demänovská Dolina"
"906","511013","510513",1,"SK0315","SK0315","Smreèany","Jalovec"
"907","511013","510521",2,"SK0315","SK0315","Smreèany","Jamník"
"908","511013","510572",1,"SK0315","SK0315","Smreèany","Kvaèany"
"909","511013","510726",6,"SK0315","SK0315","Smreèany","Liptovský Hrádok"
"910","511013","510734",1,"SK0315","SK0315","Smreèany","Liptovský Ján"
"911","511013","510947",2,"SK0315","SK0315","Smreèany","Podtureò"
"912","511013","510998",2,"SK0315","SK0318","Smreèany","Ružomberok"
"913","511013","511013",30,"SK0315","SK0315","Smreèany","Smreèany"
"914","511013","511048",1,"SK0315","SK0315","Smreèany","Svätý Kríž"
"915","511013","511153",1,"SK0315","SK0315","Smreèany","Vlachy"
"916","511013","511196",4,"SK0315","SK0315","Smreèany","Závažná Poruba"
"917","511030","507300",1,"SK0318","SK0318","Stankovany","Ivachnová"
"918","511030","510262",4,"SK0318","SK0315","Stankovany","Liptovský Mikuláš"
"919","511030","510441",1,"SK0318","SK0318","Stankovany","Hubová"
"920","511030","510548",2,"SK0318","SK0318","Stankovany","Komjatná"
"921","511030","510599",3,"SK0318","SK0318","Stankovany","Likavka"
"922","511030","510785",2,"SK0318","SK0318","Stankovany","Lisková"
"923","511030","510807",17,"SK0318","SK0318","Stankovany","¼ubochòa"
"924","511030","510998",57,"SK0318","SK0318","Stankovany","Ružomberok"
"925","511030","511030",24,"SK0318","SK0318","Stankovany","Stankovany"
"926","511030","511056",1,"SK0318","SK0318","Stankovany","Štiavnièka"
"927","511030","511064",1,"SK0318","SK0318","Stankovany","Švošov"
"928","511048","510262",150,"SK0315","SK0315","Svätý Kríž","Liptovský Mikuláš"
"929","511048","510386",5,"SK0315","SK0315","Svätý Kríž","Demänovská Dolina"
"930","511048","510408",1,"SK0315","SK0315","Svätý Kríž","Dúbrava"
"931","511048","510416",1,"SK0315","SK0315","Svätý Kríž","Galovany"
"932","511048","510661",1,"SK0315","SK0318","Svätý Kríž","Liptovská Štiavnica"
"933","511048","510726",8,"SK0315","SK0315","Svätý Kríž","Liptovský Hrádok"
"934","511048","510734",1,"SK0315","SK0315","Svätý Kríž","Liptovský Ján"
"935","511048","510777",1,"SK0315","SK0315","Svätý Kríž","Liptovský Trnovec"
"936","511048","510793",2,"SK0315","SK0315","Svätý Kríž","¼ube¾a"
"937","511048","510831",2,"SK0315","SK0315","Svätý Kríž","Malatíny"
"938","511048","510904",5,"SK0315","SK0315","Svätý Kríž","Partizánska ¼upèa"
"939","511048","510947",4,"SK0315","SK0315","Svätý Kríž","Podtureò"
"940","511048","510998",6,"SK0315","SK0318","Svätý Kríž","Ružomberok"
"941","511048","511048",24,"SK0315","SK0315","Svätý Kríž","Svätý Kríž"
"942","511048","511129",1,"SK0315","SK0315","Svätý Kríž","Važec"
"943","511048","511196",20,"SK0315","SK0315","Svätý Kríž","Závažná Poruba"
"944","511056","507300",2,"SK0318","SK0318","Štiavnièka","Ivachnová"
"945","511056","510262",12,"SK0318","SK0315","Štiavnièka","Liptovský Mikuláš"
"946","511056","510301",2,"SK0318","SK0318","Štiavnièka","Bešeòová"
"947","511056","510386",1,"SK0318","SK0315","Štiavnièka","Demänovská Dolina"
"948","511056","510599",6,"SK0318","SK0318","Štiavnièka","Likavka"
"949","511056","510629",1,"SK0318","SK0318","Štiavnièka","Liptovská Lúžna"
"950","511056","510653",1,"SK0318","SK0315","Štiavnièka","Liptovská Sielnica"
"951","511056","510661",2,"SK0318","SK0318","Štiavnièka","Liptovská Štiavnica"
"952","511056","510670",1,"SK0318","SK0318","Štiavnièka","Liptovská Teplá"
"953","511056","510785",4,"SK0318","SK0318","Štiavnièka","Lisková"
"954","511056","510807",1,"SK0318","SK0318","Štiavnièka","¼ubochòa"
"955","511056","510815",1,"SK0318","SK0318","Štiavnièka","Lúèky"
"956","511056","510823",9,"SK0318","SK0318","Štiavnièka","Ludrová"
"957","511056","510955",1,"SK0318","SK0318","Štiavnièka","Potok"
"958","511056","510998",150,"SK0318","SK0318","Štiavnièka","Ružomberok"
"959","511056","511005",1,"SK0318","SK0318","Štiavnièka","Liptovské Sliaèe"
"960","511056","511056",17,"SK0318","SK0318","Štiavnièka","Štiavnièka"
"961","511064","510262",3,"SK0318","SK0315","Švošov","Liptovský Mikuláš"
"962","511064","510441",2,"SK0318","SK0318","Švošov","Hubová"
"963","511064","510548",1,"SK0318","SK0318","Švošov","Komjatná"
"964","511064","510599",3,"SK0318","SK0318","Švošov","Likavka"
"965","511064","510807",13,"SK0318","SK0318","Švošov","¼ubochòa"
"966","511064","510823",1,"SK0318","SK0318","Švošov","Ludrová"
"967","511064","510998",93,"SK0318","SK0318","Švošov","Ružomberok"
"968","511064","511056",1,"SK0318","SK0318","Švošov","Štiavnièka"
"969","511064","511064",20,"SK0318","SK0318","Švošov","Švošov"
"970","511064","511099",1,"SK0318","SK0315","Švošov","Uhorská Ves"
"971","511064","511102",1,"SK0318","SK0318","Švošov","Valaská Dubová"
"972","511072","510262",42,"SK0315","SK0315","Trstené","Liptovský Mikuláš"
"973","511072","510327",3,"SK0315","SK0315","Trstené","Bobrovec"
"974","511072","510386",2,"SK0315","SK0315","Trstené","Demänovská Dolina"
"975","511072","510726",2,"SK0315","SK0315","Trstené","Liptovský Hrádok"
"976","511072","510734",2,"SK0315","SK0315","Trstené","Liptovský Ján"
"977","511072","510998",2,"SK0315","SK0318","Trstené","Ružomberok"
"978","511072","511072",2,"SK0315","SK0315","Trstené","Trstené"
"979","511072","511196",1,"SK0315","SK0315","Trstené","Závažná Poruba"
"980","511099","510262",49,"SK0315","SK0315","Uhorská Ves","Liptovský Mikuláš"
"981","511099","510416",1,"SK0315","SK0315","Uhorská Ves","Galovany"
"982","511099","510726",26,"SK0315","SK0315","Uhorská Ves","Liptovský Hrádok"
"983","511099","510734",23,"SK0315","SK0315","Uhorská Ves","Liptovský Ján"
"984","511099","510751",1,"SK0315","SK0315","Uhorská Ves","Liptovský Ondrej"
"985","511099","510807",1,"SK0315","SK0318","Uhorská Ves","¼ubochòa"
"986","511099","510947",2,"SK0315","SK0315","Uhorská Ves","Podtureò"
"987","511099","510998",5,"SK0315","SK0318","Uhorská Ves","Ružomberok"
"988","511099","511099",9,"SK0315","SK0315","Uhorská Ves","Uhorská Ves"
"989","511099","511196",4,"SK0315","SK0315","Uhorská Ves","Závažná Poruba"
"990","511099","558281",3,"SK0315","SK0315","Uhorská Ves","Liptovská Porúbka"
"991","511102","507300",1,"SK0318","SK0318","Valaská Dubová","Ivachnová"
"992","511102","510262",1,"SK0318","SK0315","Valaská Dubová","Liptovský Mikuláš"
"993","511102","510548",2,"SK0318","SK0318","Valaská Dubová","Komjatná"
"994","511102","510599",7,"SK0318","SK0318","Valaská Dubová","Likavka"
"995","511102","510637",1,"SK0318","SK0318","Valaská Dubová","Liptovská Osada"
"996","511102","510661",1,"SK0318","SK0318","Valaská Dubová","Liptovská Štiavnica"
"997","511102","510726",1,"SK0318","SK0315","Valaská Dubová","Liptovský Hrádok"
"998","511102","510947",1,"SK0318","SK0315","Valaská Dubová","Podtureò"
"999","511102","510955",2,"SK0318","SK0318","Valaská Dubová","Potok"
"1000","511102","510998",54,"SK0318","SK0318","Valaská Dubová","Ružomberok"
"1001","511102","511102",11,"SK0318","SK0318","Valaská Dubová","Valaská Dubová"
"1002","511111","510262",39,"SK0315","SK0315","Vavrišovo","Liptovský Mikuláš"
"1003","511111","510327",1,"SK0315","SK0315","Vavrišovo","Bobrovec"
"1004","511111","510386",1,"SK0315","SK0315","Vavrišovo","Demänovská Dolina"
"1005","511111","510521",1,"SK0315","SK0315","Vavrišovo","Jamník"
"1006","511111","510611",1,"SK0315","SK0315","Vavrišovo","Liptovská Kokava"
"1007","511111","510726",70,"SK0315","SK0315","Vavrišovo","Liptovský Hrádok"
"1008","511111","510734",1,"SK0315","SK0315","Vavrišovo","Liptovský Ján"
"1009","511111","510751",2,"SK0315","SK0315","Vavrišovo","Liptovský Ondrej"
"1010","511111","510947",2,"SK0315","SK0315","Vavrišovo","Podtureò"
"1011","511111","510963",5,"SK0315","SK0315","Vavrišovo","Pribylina"
"1012","511111","510998",5,"SK0315","SK0318","Vavrišovo","Ružomberok"
"1013","511111","511099",2,"SK0315","SK0315","Vavrišovo","Uhorská Ves"
"1014","511111","511111",6,"SK0315","SK0315","Vavrišovo","Vavrišovo"
"1015","511111","511129",1,"SK0315","SK0315","Vavrišovo","Važec"
"1016","511111","511196",1,"SK0315","SK0315","Vavrišovo","Závažná Poruba"
"1017","511111","580287",2,"SK0315","SK0315","Vavrišovo","Liptovský Peter"
"1018","511129","510262",42,"SK0315","SK0315","Važec","Liptovský Mikuláš"
"1019","511129","510386",1,"SK0315","SK0315","Važec","Demänovská Dolina"
"1020","511129","510564",6,"SK0315","SK0315","Važec","Krá¾ova Lehota"
"1021","511129","510726",48,"SK0315","SK0315","Važec","Liptovský Hrádok"
"1022","511129","510734",1,"SK0315","SK0315","Važec","Liptovský Ján"
"1023","511129","510858",3,"SK0315","SK0315","Važec","Malužiná"
"1024","511129","510904",1,"SK0315","SK0315","Važec","Partizánska ¼upèa"
"1025","511129","510947",1,"SK0315","SK0315","Važec","Podtureò"
"1026","511129","510963",1,"SK0315","SK0315","Važec","Pribylina"
"1027","511129","510998",4,"SK0315","SK0318","Važec","Ružomberok"
"1028","511129","511099",1,"SK0315","SK0315","Važec","Uhorská Ves"
"1029","511129","511129",89,"SK0315","SK0315","Važec","Važec"
"1030","511129","511170",9,"SK0315","SK0315","Važec","Východná"
"1031","511129","511196",10,"SK0315","SK0315","Važec","Závažná Poruba"
"1032","511129","558281",2,"SK0315","SK0315","Važec","Liptovská Porúbka"
"1033","511137","510262",2,"SK0315","SK0315","Ve¾ké Borové","Liptovský Mikuláš"
"1034","511137","510572",1,"SK0315","SK0315","Ve¾ké Borové","Kvaèany"
"1035","511137","511137",1,"SK0315","SK0315","Ve¾ké Borové","Ve¾ké Borové"
"1036","511145","510262",73,"SK0315","SK0315","Veterná Poruba","Liptovský Mikuláš"
"1037","511145","510386",1,"SK0315","SK0315","Veterná Poruba","Demänovská Dolina"
"1038","511145","510564",1,"SK0315","SK0315","Veterná Poruba","Krá¾ova Lehota"
"1039","511145","510726",3,"SK0315","SK0315","Veterná Poruba","Liptovský Hrádok"
"1040","511145","510947",1,"SK0315","SK0315","Veterná Poruba","Podtureò"
"1041","511145","510998",2,"SK0315","SK0318","Veterná Poruba","Ružomberok"
"1042","511145","511013",6,"SK0315","SK0315","Veterná Poruba","Smreèany"
"1043","511145","511048",1,"SK0315","SK0315","Veterná Poruba","Svätý Kríž"
"1044","511145","511145",4,"SK0315","SK0315","Veterná Poruba","Veterná Poruba"
"1045","511145","511196",6,"SK0315","SK0315","Veterná Poruba","Závažná Poruba"
"1046","511153","510262",66,"SK0315","SK0315","Vlachy","Liptovský Mikuláš"
"1047","511153","510301",2,"SK0315","SK0318","Vlachy","Bešeòová"
"1048","511153","510335",2,"SK0315","SK0315","Vlachy","Bobrovník"
"1049","511153","510386",2,"SK0315","SK0315","Vlachy","Demänovská Dolina"
"1050","511153","510408",1,"SK0315","SK0315","Vlachy","Dúbrava"
"1051","511153","510424",1,"SK0315","SK0315","Vlachy","Gôtovany"
"1052","511153","510696",2,"SK0315","SK0315","Vlachy","Liptovské K¾aèany"
"1053","511153","510726",3,"SK0315","SK0315","Vlachy","Liptovský Hrádok"
"1054","511153","510793",2,"SK0315","SK0315","Vlachy","¼ube¾a"
"1055","511153","510904",1,"SK0315","SK0315","Vlachy","Partizánska ¼upèa"
